time,message,logger,level
2025-04-29 10:33:17.8363,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8363,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8363,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8373,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8373,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8373,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8373,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8373,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8384,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8384,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8384,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8384,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8384,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8395,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8395,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8395,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8395,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8395,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8405,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8405,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8405,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8405,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8413,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8413,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8413,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8413,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8413,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8425,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8425,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8425,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8425,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8434,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8434,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8434,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8434,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8434,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8444,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8444,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8444,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8444,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8444,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8455,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8455,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8455,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8455,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8464,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8464,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8464,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8464,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8464,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8475,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8475,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8475,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8475,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8484,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8484,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8484,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8484,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8494,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8494,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8494,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8494,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8494,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8504,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8504,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8504,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8504,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8504,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8515,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8515,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8515,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8515,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8515,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8525,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8525,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8525,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8525,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8525,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8535,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8535,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8535,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8535,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8544,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8544,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8544,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8544,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8544,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8554,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8554,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8554,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8554,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8554,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8564,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8564,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8564,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8564,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
2025-04-29 10:33:17.8564,Error running order execution for AGV 67e3c599863469c6e1851832: Object reference not set to an instance of an object.,Execution,Error
